publishTime,position,salary,companyName,companyType,companySize,responsibility,requirement,requirement_city,requirement_exp,requirement_edu,avg_salary
发布于2018-11-19 19:55,线上销售运营,6K-8K,有家美宿,互联网,B轮500-999人,"岗位职责：1、负责公司在途家、蚂蚁短租、爱彼迎、OTA等平台的客户在线咨询工作；2、熟悉各类OTA平台，提高排名，提高咨询量，提升营业额；3、处理客户预定民宿过程中的售前、售中，以及售后问题处理,通过接待，引导，推荐（产品与服务）等方式达成下单；4、通过热情、周到的服务，耐心的回答顾客提出的问题，提高顾客满意度，不推诿，符合QC要求；5、反馈关于产品、店铺、服务、消费者等信息，详细记录当班无法处理的问题，以便交接班同事了解情况并及时做出妥善处理，并与售后客服及其他部门进行及时协调，有效解决客户问题；6、具有良好的服务意识，积极耐心对待客户咨询，具有积极的销售意识和一定的销售技巧；不急不躁，能从客户的角度出发考虑问题，解决问题，对于客户的问题百问不厌；7、能不断接受公司的各项业务和技能提升培训，以及其它主管安排需要协助的工作任务。 任职要求：1、大专及以上学历，有1年以上相关工作经验；2、有强烈的学习欲望以及进取精神；4、踏实、认真、仔细、负责、自律；5、能适应灵活调休的工作时间结构。福利待遇：行业领先薪酬+奖金+全额六险一金+餐补+交通补+通讯补+丰富福利团建+年度体检+各种节假日福利",城市：上海经验：1-3年学历：大专,上海,1-3年,大专,7000.0
发布于2018-11-19 10:29,区域运营（上海）,20K-40K,贝壳金服,互联网金融,不需要融资1000-9999人,职责描述：1、根据区域房产金融的发展目标，衔接金融交易链条各环节，落地实施运营计划。2、协同区域交易、金融团队，对整体目标负责，通过营销赋能、产品赋能、工具赋能等多项手段，提升区域的运营能力。3、维护区域大商户的合作关系，根据沟通与调研获得需求与痛点，提出产品、业务流程等优化方案，推动相关部门落地。4、通过数据分析，了解转化流失环节，制定与实施有效的激励计划。 任职要求：1、全日制大学本科及以上学历；2、突出的沟通、跨部门协调能力、较强的自我学习迭代能力；3、承压能力强，有创业公司与互联网公司经验者优先考虑；4、5年以上运营工作经验，不少于连续2年的房产相关行业或互联网经验，有渠道业务经验优先；5、熟悉房产行业的发展现状及趋势，有丰富的实战经验；,城市：上海经验：5-10年学历：本科,上海,5-10年,本科,30000.0
发布于2018-08-20 17:06,产品运营,7K-9K,银科控股金焕实业,互联网金融,已上市500-999人,【职位描述】	负责公司APP、PC网站产品的内容运营，完成财经资讯、金融服务等内容的整合、编辑及发布，根据业务需求参与制定并执行运营流程、方案和活动，提升用户粘性和活跃度；	通过对产品运营数据的监测，用户反馈信息的收集，用户行为及需求的分析，定期总结并优化运营策略、流程，提升用户体验；	深入了解互联网产品及市场动态，发掘、分析优秀竞品，并结合产品形态提供优化方案；	通过跨部门合作，协调策划、产品、开发等团队落地项目，不断创新，提升产品竞争力。【任职要求】	金融、新闻、中文、营销学本科及以上，1-2年证券期货及金融产品运营经验者优先；	熟悉并热爱金融行业，具备较好的专业分析能力，有敏感的新闻发掘及热点捕捉能力，有独立的内容策划和编辑能力；	文案功底较强，能独立编写策划营销活动。	具备较强的的用户体验及视觉能力，能快速向设计传达文案意图，熟练运用office办公软件。,城市：上海经验：1-3年学历：本科,上海,1-3年,本科,8000.0
发布于2018-09-27 15:23,运营,6K-12K,宫昊科技,移动互联网,未融资20-99人,岗位职能：1、熟悉公司业务及运营方向，关注行业动态、开发挖掘运营合作机会；2、针对不同商户进行数据分析和评估，提出可执行的解决方案；3、定期与合作客户进行客情维护，建立良好的长期合作关系；4、负责公司线上、线下活动运营策划及后期执行统筹管理工作，对活动效果进行总结和分析，提升餐饮门店品牌、流水及知名度；任职要求：1、2年以上互联网电商、020相关行业运营经验优先；2、大专以上学历；,城市：上海经验：1年以内学历：大专,上海,1年以内,大专,9000.0
发布于2018-11-05 17:24,ebay运营,5K-10K,司顺电子商务,电子商务,A轮500-999人,"岗位职责：1.处理公司各平台（ebay,amazon)国外业务订单并及时跟进；2.优化listing，优化排名，通过各方式提供各平台的销量；3.市场价格趋势预测，及时跟进，调整价格；4.预估市场需求库存，操作ERP；5. 及时解决领导交代的其他工作。任职要求：1.本科学历以上，英语基础良好，CET-6及以上，英语、国贸相关专业；2.责任心强，工作细致耐心，有经验优先考虑；3.善于有效沟通，有团队合作精神；",城市：上海经验：1-3年学历：本科,上海,1-3年,本科,7500.0
发布于2018-10-12 13:40,产品运营经理,10K-15K,至劲网络,游戏,未融资20-99人,"职位描述：1、负责游戏相关产品的策划，包括但不限于：产品策略的优化；产品渠道的策略；以及相关的产品设计工作。2、协调组织各类资源达成产品目标；3、关注市场，全面调研互联网的相关和类似产品，对产品战略进行适时调整任职要求：1、本科以上学历,计算机相关专业；2、3年以上互联网公司产品策划经验，了解产品策划工作原理并有实践经验；3、相关产品策划经营者优先；4、学习能力和协作能力强，思维活跃，领悟力强，接受新事物能力强；5、工作主动积极，能承受一定工作压力；6、熟悉并热爱互联网。咳咳~听好了！在这个看脸的世界，我更想看看你的内涵，你的冲劲。我们不看重经验，只看重态度，能力皆可培养。经验不是一切，能力才是王道。不要害怕你简历上大片的空白，因为它即将被至劲的经历所填满。不管你是初出茅庐，抑或久经世故，至劲大门都愿意为你打开，同做至劲人。热爱创业团队，有想法，想在公司打造你的事业，来吧，至劲网络，你值得加入！！我们的生活：1、优秀的职业发展平台，快速的职业晋升通道，全方位的培养计划；2、同行业具有竞争优势的薪资待遇，健全的薪酬体系，奖金丰厚，等你来拿；3、每天包你两顿饭，还有下午茶的滋润；4、一入职就可享有的五险一金；5、每周三定期员工活动，唱K、溜冰、打球、lol、密室逃脱、游泳，只要你想得到，公司尽力满足；6、不定期员工旅游，国内国外，你想去哪，公司买单；7、轻松活跃的工作氛围、简单的人际关系、专注的职业态度；8、舒适的办公环境，交通便利。",城市：广州经验：1-3年学历：大专,广州,1-3年,大专,12500.0
发布于2018-10-29 15:32,渠道运营,5K-10K,广州唯观时尚科技,电子商务,不需要融资20-99人,岗位职责：1、对唯品会、拼多多、云集、环球捕手等电商平台有丰富的实操经验;2、日常店铺优惠：标题、详情页、上下架、关联商品调整测算等；3、熟悉平台的规则，能够独立操作店铺；4、协同部门之间的合作，提高用户的活跃度及粘性；5、店铺日常诊断：转化率、动销率、跳失率等原因分析，方案提出落地；6、日常负责电商店铺的运营，做好销量计划 任职要求：1、一年以上电商行业从业经验，大专以上学历，电子商务、市场营销相关专业；2、良好的职业素养，沟通能力强，敢于挑战，有一定的抗压能力；3、熟悉商品管理，熟悉办公软件，熟悉唯品会、拼多多、云集、环球捕手等平台者优先,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,7500.0
发布于2018-08-30 20:20,天猫运营,5K-8K,头彩日化科技有限公司,生活服务,未融资100-499人,职责描述：1、负责天猫旗舰店的整体运营（在线宣传推广，活动策划及日常运营，负责店铺筹备、报名淘宝各项活动，如：聚划算、试用中心、拇指斗价等）；2、有计划、有魄力，能够带领、促进团队成员成长和团队工作能力提升；3、负责制订商城年度、季度、月度网站运营策略计划并执行；推动团队业绩增长、完成店铺销售目标；4、使用淘宝营销工具进行产品及商城推广，并善于总结经验，为达到销售业绩提供决策；5、定期提交商城运营报告，根据流量、咨询量、转化量、推广效果等数据做全方位的阶段性评估；6、分析总结竞争对手、行业信息、公司产品信息等调研信息，确定调研结果，为电子商务总体战略制定提供相关依据；任职要求：1、充分了解和掌握电子商务的运营模式（具备较强的数据分析能力，能够通过数据分析及时对产品及营销工具做出调整），有风险管控意识；2、有独立操作过天猫店铺，熟悉天猫运营推广，具有2年以上的皇冠C店或B店运营经验及相关B2C平台经验者优先；3、至少熟悉三项淘宝七大营销工具 (直通车/淘客/淘江湖/卖霸/钻石展位/焦点图/店铺街)；4、深度了解淘宝搜索引擎，并能准确把握淘宝网会员的购物习惯和购物心理；5、善于打造爆款，对于销售不理想的款式进行诊断改进，使其热销起来；6、热爱电子商务，工作认真积极，责任心强，沟通能力和理解能力强，处事灵活，协调能力佳，有良好的团队合作精神 ；7、思维清晰、反映敏捷，具有创新精神、良好的职业操守，优秀的职业经历，能承受一定的工作压力；公司环境：1.员工上班地方地处长隆附近的商住一体高档小区内，环境优美舒适。2.交通便利，公交站为植村站，又位于大石地铁口附近。上下班交通便利。3.附近又有大量城中村租房房源，经济又实惠。,城市：广州经验：1-3年学历：高中,广州,1-3年,高中,6500.0
发布于2018-11-15 16:09,运营助理,3K-4K,黑鱼电商,电子商务,A轮100-499人,岗位职责：1.    负责协助店长执行日常维护天猫店铺工作（宝贝上下架、标题优化、页面装修更换、活动策划、活动报名、库存调整）2.    完成店长下达的日常工作任务。（数据追踪、数据填写、数据汇报）3.    协助店长努力完成店铺月度销售目标任职要求：1、大专或以上学历，网络营销、电子商务等相关专业；2、懂得简单Photoshop（改价格、切图等）及Dreamweaver操作（更换全屏首页用到，若不会有专人教导）。优秀应届毕业生或有电商行业的工作经历优先；3、大学社团协会会长/干部尤佳；,城市：广州经验：1年以内学历：大专,广州,1年以内,大专,3500.0
发布于2018-11-03 14:40,运营助理,3K-5K,骆驼服饰,移动互联网,不需要融资1000-9999人,岗位职责：1、主要负责店铺产品上传、图片上传、标题优化，店铺海报和宝贝详情页的上传和装修；2、负责新产品上架，跟进各渠道的产品库存以及货品需求汇总到仓储部并协调及时补货上架；3、对爆款、主推款、热卖款、一个链接多款产品的产品链接进行库存追踪、登记，对于长期销售不出的产品进行下架处理；4、完成部门主管安排的其他工作。任职要求：1、熟悉淘宝、天猫、京东店铺后台编辑及交易规则，编辑文字描述及模块等店铺装修；2、诚信踏实，做事认真细致，执行力强，责任心强，有耐心、有毅力坚持做一件事情；3、中专以上学历，有较强的学习能力，有良好的团队合作意识，有淘宝相关工作经验优先；4、优秀应届生可考虑。我们的福利：1、具有竞争力的宽带薪酬体系2、良好的职业发展通道，灵活的内部晋升调岗机制3、完善的培训体系（例骆人新兵班，骆人训练营，优秀者可享有专业培训机构外训等）4、餐饮补贴、全勤奖、工龄奖、绩效奖金、年度评优奖励5、客服物流部分岗位提供住宿（均为小区配套住房）6、公司接驳车上下班在地铁站接送员工7、公众假期、带薪年假、婚假、丧假8、专属节日惊喜（如元宵节、妇女节、情人节、圣诞节、冬至等节日），每月寿星独享的生日礼物惊喜和生日会9、独具人文关怀的骆人企业文化活动（如家庭参观日、家属慰问拜访等）10、丰富多彩的娱乐休闲活动（如兴趣班、田径运动会、团建拓展等）11、员工旅游，每年组织筹办员工旅游活动，让员工尽享美好时光开心工作快乐生活的工作理念；团结向上一家亲的骆人文化；激情壮志向前冲的骆军精神。,城市：广州经验：应届生学历：大专,广州,应届生,大专,4000.0
发布于2018-10-17 11:26,运营经理,10K-15K,携程旅行网,互联网,已上市10000人以上,所属部门：大住宿事业部职位级别：高级主管 工作地点：广州天河体育东路 工作时间：五天八小时制，周末双休职责概述： 负责APP推广华南区域团队的业务运营、监督工作，完善业务流程，提高团队业绩 工作描述： 1、协助华南区业务负责人，完善华南区域的业务执行流程； 2、对上海总部所指配的任务进行统筹，并分配至各团队主管执行； 3、负责相关业务指标数据分析，为公司运营决策、销售策略提供数据分析报告； 4、参与拟定相关业务运营工作策略，支撑形成运营策略，发现各类运营问题，提供发展策略及建议。 录用基本要求： 1、211/985本科或者研究生学历以上，酒店管理、旅游管理、统计学、市场营销、大数据等专业，以及有海外留学者优先2、具有2年以上OTA、酒店、旅游行业，或者互联网公司运营及数据处理经验； 3、对数据敏感，有较强的数据处理和分析能力，并对大量数据处理能给出分析报告； 4、工作积极主动，可独立开展工作，并能承受较大的工作压力； 备注：本职位提供良好福利待遇及发展空间，五险一金全。欢迎相关行业优秀人才投递简历。,城市：广州经验：1-3年学历：本科,广州,1-3年,本科,12500.0
发布于2018-10-29 17:38,天猫运营,5K-10K,广州唯观时尚科技,电子商务,不需要融资20-99人,【职责描述】1、负责天猫店铺运营数据的分析、总结，并制定相应的运作策略；2、负责店铺日常运营和活动布局，如陈列调整、价格设置、优惠券设置等；3、活动选款及促销内容制定，活动页面跟进及落实；4、负责所管理店铺的活动策划，争取合适的活动资源；5、活动报名，根据活动要求进行商品报名及后续跟进工作。【任职要求】1、大专以上学历，市场营销、电子商务等相关专业；2、1年以上品牌天猫平台运营工作经验；3、须有天猫平台独立运营经验；4、具体一定的分析能力、沟通能力及表达能力及团队协作能力。5、无经验的应届生从助理做起。,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,7500.0
发布于2018-10-18 13:56,销售运营,20K-40K,中国平安集团,保险,已上市10000人以上,1、岗位性质：本岗位为储备中层管理岗位，主要负责组建和                        管理团队从事平安集团金融产品的销售，包括                        贷款、信用卡和理财（信托、基金和保险）；2、工作内容：（1）负责团队的招募、组建、培训和管理；                        （2）负责带领团队从事大客户的开发、维护和                                     管理，对销售业绩负责；                       （3）在总监指导下带领团队进行市场资源的开                                 发和维护；3、岗位要求：（1）全日制大专及以上学历；                        （2）年满25周岁以上，三年以上团队管理或者                                   销售管理经验， 优秀者可放宽该要求；                        （3）五官端正、有气质、懂商务礼仪；                        （4）善于沟通交流、懂得经营人际关系，有一                                          定的团队沟通、协调和管理能力；                        （5）对成功有极强的渴望、吃苦耐劳、爱学习                                     能够承受一定的工作压力、不轻易放弃、                                  渴望高薪；                         （6）诚实守信、忠诚于团队和自己的岗位； 4、我们的团队：（1）讲诚信：给出的薪水就一定可以履行，                                        只要达到业绩或者工作量的要求，我们                                       可以签保底薪水协议；                           （2）高规格：外企高管带队，私营企业主或                                         企业中高层管理组成的精英团队，大家                                         资源共享，为您提供更高更广的平台；                           （3）市场化：团队配备市场组，协助您开拓                                        市场、进行客户维护；                           （4）资源支持：只要达成我们的要求转正                                      后，我们可以供中高端的客户资源，对                                        接优质的市场资源；                           （5）团队支持：只要达成我们的要求转正                                      后，我们可以赠送核心成员，协助您组                                        建核心团队；5、特别说明：只要你心怀梦想、只要你热爱学习、只要你能                           吃苦耐劳，那就加入我们吧；                        依托世界五百强的强大平台、系统的培养模式                           和国际化的产品支持，全力打造专业的国际理                        财规划师，为中高端客户提供全球资产配置服                        务；                        知名外企高管带队、先进的管理理念、轻松愉                           悦的工作环境，全力培养优秀的企业高管和销                        售团队管理精英；                        在这里，一年内30万年薪是底线、两年内60万                         年薪是常态、三年后百万年薪是目标；                        如果你认为我们的薪水太高是骗人的，那就算                            了，连这点薪水都认为高，那你的格局达不到                         我们的要求；                        如果你需要的是完全无责的底薪，那也不要联                        系我们，因为我们需要有担当有魄力的团队精                         英；                        平安的销售团队成百上千，我们可以给你提供                        更优厚的薪水、赠送你更优秀的核心团队成员                        给予你更优质的客户资源、指导你更先进的市                        场开拓方法和客户维护方案；                        真诚邀请勤奋上进、有进取心的你加入我们的                        精英团队！,城市：广州经验：3-5年学历：大专,广州,3-5年,大专,30000.0
发布于2018-07-04 16:51,用户运营,8K-12K,中国平安,互联网金融,已上市10000人以上,岗位职责：1、根据公司提供的客户资源，负责对公司理财产品全力宣传、推广销售2、了解客户服务需求信息，进行有效跟踪和维护，做好售前、售后的指导和服务工作。3、保持与客户沟通联系，为客户提供金融分析服务4、管理维护客户关系以及客户的合作计划任职资格:1、大专及以上学历，年龄在22-45周岁，男女不限2、具有良好的语言表达能力及分析判断能力3、有积极进取的精神及接受挑战的性格4、具有良好的责任心、有一定的团队协作精神薪酬福利：1，无责任任底薪➕提成➕绩优奖励2、 一经录用，属于平安集团正式员工编制，签订正式劳动合同； 享受集团员工综合保障计划（医疗，意外补充）；3、针对优秀员工，每月、每季度均可获得额外的购物积分、现金，旅游奖励。上班时间：周一至周五每天8：30-10:30早会；周末及国家法定节假日放假,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,10000.0
发布于2018-11-01 15:09,内容运营,5K-9K,骆驼服饰,移动互联网,不需要融资1000-9999人,岗位职责：1、了解淘系内容阵地的规则要求及特点，深度挖掘淘系用户对内容的需求；2、熟练掌握淘系内容渠道运作、日常维护、内容的发布、活动策划、粉丝互动、淘宝短视频编剧、淘宝直播内容策划等运营事宜，如店铺圈、淘宝直播、淘宝短视频、达人号等渠道的内容创造，运营及维护微淘、品牌圈等内容运营阵地，3、负责如店铺微淘活动策划及执行、店铺内容创作及发布、数据统计及分析；懂得如何圈粉和推送相应内容，提高店铺粉丝；4、负责短视频编剧、脚本策划，给店铺主副推宝贝编写短视频剧本5、负责淘系直播、KOL等新的内容营销的策划及执行。6、完成上级临时安排的其它工作，及协助完成其它部门的临时工作需求。职位要求：1、全日制大专及以上学历，广告、设计、新闻、电子商务相关专业优先；2、一年天猫内容运营经验（如：店铺圈、淘宝直播、短视频）；或者有淘宝达人、淘宝直播、短视频创作等的经验；3、具有洞察力，能快速的发掘到行业的新变化，社会新热点，思维活跃；4、熟悉互联网，对互联网热点及潮流有敏锐的观察力；5、喜欢并乐于接受新鲜事物，有创意，脑洞大，活泼幽默，有极强的工作责任感，爱学习；6、工作积极主动，有高度责任心，具备良好的团队协作精神、推动执行能力。,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,7000.0
发布于2018-07-26 16:26,唯品运营,4K-8K,骆驼服饰,移动互联网,不需要融资1000-9999人,工作职责：1、负责跟唯品会的日常沟通交流，维护好与平台的关系，沟通平台推广资源；2、做好唯品的运营规划，并针对每月的运营需求准备好货品；3、负责店铺整体运营工作，并与公司其他部门交流协作，完成运营计划；4、对店铺数据进行分析整理，提出改良建议并执行；5、了解和搜集网络上各同行及竞争产品的动态信息，为运营提供决策；6、负责上级交办的其他相关工作。任职要求：1、1年以上唯品会运营；熟悉唯品会网络平台操作及推广模式，并能制定相关的计划；(有特卖经验者优先)2、 具有丰富的市场营销知识，具备一定的策划营销和执行能力；3、熟悉数据收集，整理与分析，具备根据数据分析与解决问题的能力；4、具有良好的组织领导能力，能对美工、运营、数据、售前售后提出相关工作要求和建议；5、目标感强，责任心强，能主动学习，善于沟通，,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,6000.0
发布于2018-10-18 14:08,运营经理,10K-20K,尚德机构,在线教育,已上市10000人以上,岗位职责：1、根据公司的业务情况，进行阶段性活动策划；2、通过线上活动等系列手段，促进用户活跃和回流；3、建立和维护与销售良好关系，保证项目顺利推进落地；4、对活动进行数据漏斗模型的拆解，分析，活动后复盘、升级任职要求：1、有互联网公司运营岗位经验，具备在线教育类项目经验者优先；2、擅长把握用户心理，策划能力强；3、熟悉用户运营、活动运营。,城市：广州经验：3-5年学历：本科,广州,3-5年,本科,15000.0
发布于2018-11-06 13:57,社群运营,4K-6K,潭州教育,在线教育,B轮10000人以上,岗位职责：1、负责公司社群的建立与运营。2、负责社群话题制造，氛围营造，粉丝互动、提升社群粘性及活跃度；3、实现群成员的运营与输出转化；4、针对社群特点策划并实施社群线上活动，推动社群良性发展；5、社群用户数据管理及分析，核心用户的挖掘和互动；6、对核心数据有序收集、分析、整理、汇报；任职要求：1、1年以上社群运营经验、具有教育行业从业背景2、本科以上学历，市场营销、广告专业等相关专业优先。3、主观能动性强，目标导向，性格开朗，以及较强的抗压能力；4、对社群运营自己的思考，具备独到的洞察力及运营思路。5、对数据敏感，具备良好的数据分析能力。上班时间：早上10点-晚上7点上班地址：广州市天河区棠下街道棠东东路47号4楼潭州教育潭州教育集团总部座落于美丽的星城长沙岳麓区麓谷芯城科技园，目前拥有近4万平米的办公面积。潭州教育成立于2007年，现拥有数千人的优秀师资团队，发展至今已成为国内在线教育的领先品牌。如今，在潭州学习的学员已突破3千万人次，在线学员覆盖了全球各地，其中包括东南亚地区、加拿大、日本、美国、韩国等国家。 潭州教育目前拥有15个事业集群，所开设的课程种类包括软件类、营销类、工业类、语言类、设计类、电商类、艺术类、农业类、生活兴趣类等，教学品类齐全，在互联网上所开设课程多达500多门，突破教育行业公认的不能进行多类别教育科目的运营堡垒，创造了在线教育的传奇。 潭州教育成立之初就立足解决教育问题，改变教育资源不平等现象。我们希望每一个想学习的人都能找到适合自己的老师，为了这个目标，我们付出不亚于任何人的努力，传道、授业、解惑；同时，追求小伙伴精神和物质两方面的幸福。为此，我们一直兢兢业业奋战在在线教育领域，我们深耕八年，抵御外来各种诱惑，苦练内功，持续积累，深深扎根于潭州的经营理念，为人类社会的进步发展做出贡献！ 在潭州，只要您有一技之长就可以将您的所学所得传授给他人。通过最新的在线教育形式，让学习不再受到时间和空间的限制，实现学员和老师零距离沟通，开启人人为师、终身学习的新时代。,城市：广州经验：1年以内学历：大专,广州,1年以内,大专,5000.0
发布于2018-08-13 14:55,运营总监,22K-35K,PPmoney,互联网金融,已上市1000-9999人,岗位职责：1、带领团队实现用户及会员规模增长；2、负责访问、下单用户与会员的增长策略; 3、负责补贴投放及 ROI 目标策略; 4、负责用户及会员产品运营；5、负责在金融生态获取用户，包括异业合作等多渠道获取用户; 6、负责用户及会员数据分析，通过数据分析驱动业务增长。任职要求: 1、5年以上工作经验，最近至少2年用户及会员运营经验；2、对数据有极强的敏感度，擅长数据驱动，挖掘机会点并进行策略制定和落地；3、善于沟通，主动驱动合作共赢取得结果；4、熟悉金融行业的超级APP及其流量增长的驱动模式；5、用户第一，自我驱动，勇于主动创新，拿结果能力强。,城市：广州经验：5-10年学历：本科,广州,5-10年,本科,28500.0
发布于2018-07-18 11:00,产品运营,4K-6K,广州经传,移动互联网,不需要融资10000人以上,职位描述：1.善于敏锐挖掘产品独特卖点或抓住活动噱头活跃用户，编写策划方案和推广渠道分析，制定有效的产品推广计划；2.基于对用户和产品的了解，提出活动策划及运营的方案，并与产品经理、技术工程师进行沟通确认需求，跟进执行，加强用户对APP的粘性；3.定期收集和分析运营数据，为产品和运营策略制定提供有效的数据支持，并根据数据提出有效的应对策略和产品需求分析；4.通过产品运营策略带动产品核心指标的提升，挖掘帮助用户成长与帮助用户推广的方案制定，提升用户的成长空间；5.配合公司线下活动在线平台、互动平台上的推广，并对策划执行过程进行全程跟踪；6.研究和监控竞品市场变化，调整运营策略，提出合理的用户运营方案； 职位要求：1、计算机网络、市场营销等相关专业本科以上学历，有相关互联网产品运营同等岗位工作经验；2. 熟悉移动互联网行业，熟悉App运营模式及新媒体运营模式，具备较强的数据化运营意识；3. 能独立完成项目、广告等推广文案的撰写；4. 具备较强的产品需求、市场分析、营销策划能力，良好语言及文字表达能力。岗位要求：学历要求：本科及以上工作年限：1年及以上，条件特别优秀者可放宽工作时间：周一至周六，早上8:30—18:00,城市：广州经验：1年以内学历：本科,广州,1年以内,本科,5000.0
发布于2018-11-19 14:50,运营主管,8K-13K,松鼠拼拼,移动互联网,A轮1000-9999人,【岗位要求】1.1-3年互联网行业运营管理工作经验2.数据分析能力，根据市场现状输出市场策略3.建立团长培训和团长激励体系并实施评估,城市：广州经验：5-10年学历：本科,广州,5-10年,本科,10500.0
发布于2018-11-19 17:28,销售运营,8K-16K,中国太平洋人寿保险,互联网金融,已上市10000人以上,岗位职责:1、组建专业化销售队伍，统筹管理，业务推动！2、指导和检查所辖主任的团队管理工作；3、组织、策划本部的客户服务等区域经营活动；4、日常激励活动的追踪和推动；5、建立良好的行政区团队文化。薪酬：年薪30万起，拥有招募10个筹建主任名额；筹建成功签订劳动合同，享受双佣（外勤+内勤干部）你的情况基本符合我们的招聘要求，请近期安排时间到我司参加第一轮竞聘！,城市：广州经验：5-10年学历：中专/中技,广州,5-10年,中专/中技,12000.0
发布于2018-11-16 14:04,运营助理,3K-5K,骆驼服饰,移动互联网,不需要融资1000-9999人,1.全面负责信息和图片方面的产品的编辑，能够根据关键词的搜索来优化产品标题命名；2.网店产品的上下架，和产品推荐来维护产品。骆驼的品牌历程2000年，筹建中国市场推广中心与国际市场运营部，立志抢滩市场，大展宏图2003年，首家CAMEL骆驼北京专卖店开业2009年，骆驼开始进军电子商务，淘宝骆驼首家店铺开业2011年，“双十一”骆驼成就日销5千万奇迹，居淘宝全网第二，男鞋类第一！        广东优秀门店竞赛，骆驼荣获十佳连锁经营企业2012年，骆驼发展到拥有3600多家线下实体店、专柜，全面覆盖一二级城市       “双十一”大促，骆驼品牌创下单日销量上亿元的骄人战绩2013年11月“双十一”， 骆驼整体3.8亿单品牌销售佳绩，创造了骆驼男鞋、骆驼户外、骆驼女鞋3项全网第一的电商神话2014年11月“双十一”，骆驼再创4.2亿辉煌，连续四年骆驼品牌服饰类目、男鞋、骆驼户外第一2015年11月“双十一”，骆驼整体销售额4.12亿，连续五年鞋服品牌冠军2016年11月“双十一”，骆驼品牌5.02亿，连续六年斩获鞋服品牌冠军2017年11月“双十一”，骆驼品牌蝉联鞋服七年冠。 品牌理念倡导自由随心主义风潮的传奇品牌“CAMEL骆驼”，是世界最伟大设计师自然的神来之笔，充满西沙漫舞的浪漫迷情遐想，将漫途探索转换为生活节奏的轻松格调，以及品牌彻底回归衣着鞋履“舒适本能”的执着精神，使“CAMEL骆驼”兼具自由与浪漫的混合气质，注定了他风华绝代的时尚传奇。 福利待遇具有竞争力的宽带薪酬体系良好的职业发展通道，灵活的内部晋升调岗机制完善的培训体系（例骆人新兵班，骆人训练营，优秀者可享有专业培训机构外训等）公众假期、带薪年假/婚假/丧假公司接驳车上下班在地铁站接送员工工龄奖、年度评优奖励专属节日惊喜（如元宵节、妇女节、情人节、圣诞节、冬至等节日），丰富多彩的娱乐休闲活动（如业余兴趣班、田径运动会、拓展训练等）独具人文关怀的骆人企业文化活动（如家庭参观日、家属慰问拜访等）优秀骨干专属的国内外旅游奖励 ；优秀员工享有定期的省内外旅游 开心工作快乐生活的工作理念；团结向上一家亲的骆人文化；激情壮志向前冲的骆军精神加入我们的团队，携手共进，共赢电子商务美好明天。 我司现在诚聘，欢迎准备加入我们团队的成员，只要热爱电子商务，对工作细心，吃苦耐劳，诚恳塌实，有敬业精神，有良好的责任心的同仁都可加入！工作地址石槎路396号,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,4000.0
发布于2018-03-30 10:17,运营助理,4K-7K,夏洛国际教育,在线教育,未融资100-499人,工作职责：1.协助并监管各个分校的系统和app使用情况；2.熟悉使用公司管理系统和app，并为新开分校提供培训（由软件公司技术员先对此职位培训熟悉软件）2.对接各个分校传达总部政策方针并落实各个分校执行情况； 3.熟悉公司业务流程、业务知识；及各个分校情况，为总总部提供有效、合理建议；岗位要求：1、英语听说流利，良好的沟通能力和理解能力。2、有强烈的责任心和进取心，并能承受一定的工作压力。3、有无经验均可。4.  有教育行业经验优先考虑；,城市：广州经验：1-3年学历：大专,广州,1-3年,大专,5500.0
发布于2018-10-16 15:08,品类运营经理,10K-20K,棒谷,互联网,未融资1000-9999人,岗位职责：1、熟悉各平台最新政策动向，跟进政策的实行情况，监督好落实情况；2、跟进监督好各平台和团队发展情况，及时跟运营头沟通协调，重要事项汇报上级，并提出解决方案；3、开发优质的新产品，保证团队开发产品数量和质量；4、管理团队成员，有针对性的挖掘培训需求和制定培训计划；1、了解产品，协助指导新产品编辑及上架工作；2、产品上市后续跟踪，并对新品不断完善和升级，提升竞争力。岗位要求：1、本科以上学历，英语四级以上，3-5年相关工作经验；2、对市场有敏锐的洞察力，善于发现、钻研新产品；3、具备较强的分析能力，逻辑思维清晰，能根据产品正确分析市场大小、客户群体、利润潜力等；4、具备谈判能力和成本意识，沟通能力强，抗压能力强；5、具备管理意识和大局意识，积极上进，主动向上级汇报工作；6、善于团队协作，肯吃苦，有毅力。,城市：广州经验：3-5年学历：大专,广州,3-5年,大专,15000.0
